image_path,image_name,timestamp,sensor,state,Ahmedabad_rainfall_mm,Amreli_rainfall_mm,Anand_rainfall_mm,Aravalli_rainfall_mm,Banaskantha_rainfall_mm,Bharuch_rainfall_mm,Bhavnagar_rainfall_mm,Botad_rainfall_mm,Chhota Udepur_rainfall_mm,Dahod_rainfall_mm,Dang_rainfall_mm,Devbhumi Dwarka_rainfall_mm,Gandhinagar_rainfall_mm,Gir Somnath_rainfall_mm,Jamnagar_rainfall_mm,Junagadh_rainfall_mm,Kheda_rainfall_mm,Kutch (Bhuj)_rainfall_mm,Mahisagar_rainfall_mm,Mehsana_rainfall_mm,Morbi_rainfall_mm,Narmada_rainfall_mm,Navsari_rainfall_mm,Panchmahal_rainfall_mm,Patan_rainfall_mm,Porbandar_rainfall_mm,Rajkot_rainfall_mm,Sabarkantha_rainfall_mm,Surat_rainfall_mm,Surendranagar_rainfall_mm,Tapi_rainfall_mm,Vadodara_rainfall_mm,Valsad_rainfall_mm,avg_gujarat_rainfall_mm,max_gujarat_rainfall_mm
INSAT3D_VIS_India/3DIMG_07NOV2019_0400_L1C_SGP_vis.tif,3DIMG_07NOV2019_0400_L1C_SGP_vis.tif,2019-11-07 04:00:00,INSAT3D_VIS_India,Gujarat,10.31,16.36,27.06,12.07,4.92,17.79,21.51,14.36,31.15,9.12,12.07,1.46,17.17,11.53,2.43,12.68,23.52,2.99,11.24,3.62,3.66,23.16,21.29,23.72,3.68,3.26,1.63,13.32,16.21,8.14,13.35,13.93,7.98,12.63,31.15
INSAT3D_VIS_India/3DIMG_07NOV2019_0430_L1C_SGP_vis.tif,3DIMG_07NOV2019_0430_L1C_SGP_vis.tif,2019-11-07 04:30:00,INSAT3D_VIS_India,Gujarat,18.34,18.01,15.49,21.28,5.57,25.37,22.93,8.19,28.55,26.2,10.19,1.97,13.22,18.69,2.67,10.0,18.91,3.79,24.32,10.28,4.29,26.97,13.47,32.34,3.75,4.33,2.03,18.53,24.78,5.88,14.47,16.03,12.56,14.65,32.34
INSAT3D_VIS_India/3DIMG_07NOV2019_0500_L1C_SGP_vis.tif,3DIMG_07NOV2019_0500_L1C_SGP_vis.tif,2019-11-07 05:00:00,INSAT3D_VIS_India,Gujarat,29.74,16.85,22.11,25.52,5.97,28.09,14.59,14.12,31.63,38.43,11.39,2.83,13.52,8.14,4.95,17.16,23.82,4.68,26.79,9.09,5.33,31.16,28.01,32.03,4.91,4.34,2.95,19.32,15.97,6.58,13.35,20.41,11.93,16.54,38.43
INSAT3D_VIS_India/3DIMG_07NOV2019_0530_L1C_SGP_vis.tif,3DIMG_07NOV2019_0530_L1C_SGP_vis.tif,2019-11-07 05:30:00,INSAT3D_VIS_India,Gujarat,27.05,8.43,28.51,35.69,6.73,21.5,14.85,12.07,37.99,35.45,12.38,3.21,26.21,7.51,5.43,20.35,21.32,5.29,35.12,6.45,5.9,32.6,16.82,31.86,5.83,5.56,3.53,13.0,11.68,6.68,19.72,27.91,23.89,17.47,37.99
INSAT3D_VIS_India/3DIMG_07NOV2019_0600_L1C_SGP_vis.tif,3DIMG_07NOV2019_0600_L1C_SGP_vis.tif,2019-11-07 06:00:00,INSAT3D_VIS_India,Gujarat,19.78,26.73,22.22,36.05,8.28,19.62,28.87,7.79,37.04,39.79,12.95,4.27,29.0,17.71,5.0,18.06,24.5,6.09,26.12,6.18,6.75,25.33,18.51,27.26,6.32,5.57,5.26,23.06,16.69,7.24,14.82,31.6,35.88,18.8,39.79
INSAT3D_VIS_India/3DIMG_07NOV2019_0630_L1C_SGP_vis.tif,3DIMG_07NOV2019_0630_L1C_SGP_vis.tif,2019-11-07 06:30:00,INSAT3D_VIS_India,Gujarat,19.13,22.93,21.65,38.99,9.36,12.06,27.74,8.31,28.23,37.84,16.91,4.29,27.42,30.94,5.23,11.95,18.58,6.37,17.39,8.34,6.79,15.36,23.62,23.9,7.68,4.28,9.87,19.26,14.25,7.42,15.83,21.47,29.77,17.37,38.99
INSAT3D_VIS_India/3DIMG_07NOV2019_0700_L1C_SGP_vis.tif,3DIMG_07NOV2019_0700_L1C_SGP_vis.tif,2019-11-07 07:00:00,INSAT3D_VIS_India,Gujarat,17.74,23.11,26.41,32.95,12.23,13.43,18.85,9.41,26.4,37.87,10.66,6.54,15.12,29.21,4.5,13.03,22.1,6.59,25.59,9.3,6.61,12.17,18.58,24.11,7.28,5.97,6.19,17.45,18.58,9.96,16.26,23.56,20.41,16.61,37.87
INSAT3D_VIS_India/3DIMG_07NOV2019_0730_L1C_SGP_vis.tif,3DIMG_07NOV2019_0730_L1C_SGP_vis.tif,2019-11-07 07:30:00,INSAT3D_VIS_India,Gujarat,16.69,21.12,24.17,34.52,14.35,16.14,18.49,12.39,26.25,36.12,12.94,7.79,11.61,28.14,3.55,18.56,26.71,6.53,26.43,14.33,6.31,8.2,22.85,17.22,9.11,10.13,5.53,15.89,16.88,12.96,8.19,27.33,15.6,16.76,36.12
INSAT3D_VIS_India/3DIMG_07NOV2019_0800_L1C_SGP_vis.tif,3DIMG_07NOV2019_0800_L1C_SGP_vis.tif,2019-11-07 08:00:00,INSAT3D_VIS_India,Gujarat,15.41,15.35,11.73,25.92,13.24,16.11,25.31,12.92,24.69,37.6,12.67,5.38,16.12,22.49,3.66,11.88,23.35,8.31,23.96,10.4,5.66,7.38,24.62,20.98,12.88,7.26,8.05,22.68,24.09,9.14,16.8,20.81,25.3,16.43,37.6
INSAT3D_VIS_India/3DIMG_07NOV2019_0830_L1C_SGP_vis.tif,3DIMG_07NOV2019_0830_L1C_SGP_vis.tif,2019-11-07 08:30:00,INSAT3D_VIS_India,Gujarat,8.33,18.85,21.85,28.63,14.97,20.61,15.19,9.16,22.49,31.93,10.69,4.06,11.98,20.62,3.39,13.88,23.08,11.05,15.24,7.0,6.01,9.45,25.42,18.5,14.55,8.28,4.06,18.44,28.82,7.11,13.42,7.76,21.0,15.02,31.93
INSAT3D_VIS_India/3DIMG_07NOV2019_0859_L1C_SGP_vis.tif,3DIMG_07NOV2019_0859_L1C_SGP_vis.tif,2019-11-07 08:59:00,INSAT3D_VIS_India,Gujarat,9.01,22.84,10.06,18.96,6.24,19.58,27.58,14.2,14.57,30.03,11.42,1.91,10.74,10.54,3.03,9.92,11.87,8.05,6.24,6.84,5.27,4.24,24.5,18.62,10.32,9.05,7.17,12.78,30.96,8.94,14.18,8.93,18.73,12.95,30.96
INSAT3D_VIS_India/3DIMG_07NOV2019_0900_L1C_SGP_vis.tif,3DIMG_07NOV2019_0900_L1C_SGP_vis.tif,2019-11-07 09:00:00,INSAT3D_VIS_India,Gujarat,9.01,22.36,10.06,18.96,6.19,19.62,27.58,13.64,15.55,30.03,10.97,1.91,9.94,10.54,2.84,9.7,11.87,8.29,5.96,6.84,5.27,4.24,24.5,18.62,10.32,8.32,5.85,12.78,30.96,8.55,14.16,8.37,18.73,12.8,30.96
INSAT3D_VIS_India/3DIMG_07NOV2019_0929_L1C_SGP_vis.tif,3DIMG_07NOV2019_0929_L1C_SGP_vis.tif,2019-11-07 09:29:00,INSAT3D_VIS_India,Gujarat,8.37,18.91,5.57,12.89,10.52,14.79,21.67,10.99,13.65,19.4,5.9,1.11,6.56,8.99,2.23,9.58,7.24,3.45,6.28,5.05,4.41,4.82,22.38,14.03,2.84,10.32,5.53,10.85,14.6,5.78,12.63,5.29,21.68,9.95,22.38
INSAT3D_VIS_India/3DIMG_07NOV2019_0930_L1C_SGP_vis.tif,3DIMG_07NOV2019_0930_L1C_SGP_vis.tif,2019-11-07 09:30:00,INSAT3D_VIS_India,Gujarat,8.37,18.84,5.57,12.89,10.52,14.79,21.61,11.07,13.65,19.55,5.9,1.11,6.56,8.99,2.19,9.56,7.24,3.45,6.28,5.38,4.43,4.68,22.93,14.14,2.87,10.32,5.49,10.4,12.57,5.58,13.4,5.25,21.68,9.92,22.93
INSAT3D_VIS_India/3DIMG_07NOV2019_0959_L1C_SGP_vis.tif,3DIMG_07NOV2019_0959_L1C_SGP_vis.tif,2019-11-07 09:59:00,INSAT3D_VIS_India,Gujarat,6.7,9.33,10.98,7.25,4.4,17.37,12.27,10.39,4.65,16.08,3.19,0.38,4.42,8.62,1.7,10.92,14.87,2.93,6.84,3.3,4.25,9.84,17.03,12.99,3.1,10.08,6.91,11.12,23.08,5.94,11.78,3.57,13.86,8.79,23.08
INSAT3D_VIS_India/3DIMG_07NOV2019_1000_L1C_SGP_vis.tif,3DIMG_07NOV2019_1000_L1C_SGP_vis.tif,2019-11-07 10:00:00,INSAT3D_VIS_India,Gujarat,6.7,9.32,10.98,7.25,4.4,17.37,12.27,10.39,4.65,16.08,3.19,0.38,4.42,8.55,1.7,10.92,14.87,2.93,6.77,3.3,4.25,9.84,17.03,12.99,3.1,10.14,6.91,11.12,23.08,5.94,11.78,3.57,13.86,8.79,23.08
INSAT3D_VIS_India/3DIMG_07NOV2019_1030_L1C_SGP_vis.tif,3DIMG_07NOV2019_1030_L1C_SGP_vis.tif,2019-11-07 10:30:00,INSAT3D_VIS_India,Gujarat,7.35,8.93,4.13,6.37,2.61,11.81,9.53,11.0,4.2,9.12,2.59,0.01,4.89,6.97,1.24,6.38,7.8,2.07,5.67,2.08,2.54,1.16,9.81,2.86,2.15,4.69,0.86,5.36,9.84,3.98,6.84,2.16,12.64,5.44,12.64
INSAT3D_VIS_India/3DIMG_07NOV2019_1100_L1C_SGP_vis.tif,3DIMG_07NOV2019_1100_L1C_SGP_vis.tif,2019-11-07 11:00:00,INSAT3D_VIS_India,Gujarat,5.62,7.07,2.21,2.24,2.08,8.43,6.99,8.32,2.57,4.55,1.93,0.0,5.05,4.95,0.71,3.86,3.24,1.28,6.72,1.04,3.69,2.94,9.41,2.63,0.94,2.85,2.35,4.0,8.58,3.5,4.07,2.29,8.94,4.09,9.41
INSAT3D_VIS_India/3DIMG_07NOV2019_1130_L1C_SGP_vis.tif,3DIMG_07NOV2019_1130_L1C_SGP_vis.tif,2019-11-07 11:30:00,INSAT3D_VIS_India,Gujarat,3.57,3.67,0.98,0.0,1.65,6.99,3.9,5.39,0.35,4.04,1.42,0.0,2.53,1.7,0.04,2.79,1.95,0.51,2.16,0.0,2.51,1.74,9.73,0.47,0.56,5.6,0.0,1.98,9.8,2.82,0.0,1.15,4.57,2.56,9.8
INSAT3D_VIS_India/3DIMG_07NOV2019_1200_L1C_SGP_vis.tif,3DIMG_07NOV2019_1200_L1C_SGP_vis.tif,2019-11-07 12:00:00,INSAT3D_VIS_India,Gujarat,1.13,1.53,0.0,0.0,0.0,3.54,0.47,1.19,0.9,3.3,0.0,3.2,5.7,0.73,3.1,0.3,0.0,0.0,0.0,0.0,1.41,0.0,0.18,0.0,0.0,1.33,1.1,0.1,2.64,5.0,0.0,0.0,0.0,1.12,5.7
INSAT3D_VIS_India/3DIMG_07NOV2019_1230_L1C_SGP_vis.tif,3DIMG_07NOV2019_1230_L1C_SGP_vis.tif,2019-11-07 12:30:00,INSAT3D_VIS_India,Gujarat,0.0,2.7,0.0,0.0,0.0,0.0,3.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,1.5,3.0,0.0,2.9,0.8,0.0,0.0,0.0,0.7,1.3,3.5,0.0,0.0,0.0,2.0,4.1,4.9,1.26,5.6
INSAT3D_VIS_India/3DIMG_07NOV2019_1300_L1C_SGP_vis.tif,3DIMG_07NOV2019_1300_L1C_SGP_vis.tif,2019-11-07 13:00:00,INSAT3D_VIS_India,Gujarat,0.0,2.8,0.0,4.0,0.0,0.0,0.0,3.4,4.4,1.6,0.0,0.0,5.4,0.0,3.0,0.1,0.0,5.3,3.1,0.0,2.7,5.9,1.7,5.4,0.0,1.9,0.0,0.0,5.8,3.6,0.6,4.1,0.0,1.96,5.9
INSAT3D_VIS_India/3DIMG_07NOV2019_1330_L1C_SGP_vis.tif,3DIMG_07NOV2019_1330_L1C_SGP_vis.tif,2019-11-07 13:30:00,INSAT3D_VIS_India,Gujarat,5.7,0.0,1.8,1.7,3.4,1.7,3.4,3.7,4.3,2.8,1.0,4.8,0.0,0.0,0.0,0.0,3.1,3.2,0.0,0.8,4.5,3.7,0.0,4.9,5.3,5.1,4.4,5.5,3.9,2.9,0.0,0.0,0.0,2.47,5.7
INSAT3D_VIS_India/3DIMG_07NOV2019_1400_L1C_SGP_vis.tif,3DIMG_07NOV2019_1400_L1C_SGP_vis.tif,2019-11-07 14:00:00,INSAT3D_VIS_India,Gujarat,5.7,1.8,1.0,1.8,2.2,1.9,0.0,3.2,0.0,0.0,0.0,3.6,0.0,0.0,3.3,2.0,0.0,3.1,5.9,0.0,2.1,5.3,3.1,0.8,1.4,0.0,1.6,0.0,4.2,1.6,0.0,0.0,0.0,1.68,5.9
INSAT3D_VIS_India/3DIMG_07NOV2019_1430_L1C_SGP_vis.tif,3DIMG_07NOV2019_1430_L1C_SGP_vis.tif,2019-11-07 14:30:00,INSAT3D_VIS_India,Gujarat,0.9,0.3,0.0,3.2,0.0,5.4,2.5,1.8,4.8,2.8,0.0,2.6,0.0,0.0,3.2,0.1,1.2,0.6,0.2,5.8,0.0,0.0,5.7,1.4,0.0,0.0,4.3,1.9,0.0,2.8,2.8,0.0,4.3,1.78,5.8
INSAT3D_VIS_India/3DIMG_07NOV2019_1500_L1C_SGP_vis.tif,3DIMG_07NOV2019_1500_L1C_SGP_vis.tif,2019-11-07 15:00:00,INSAT3D_VIS_India,Gujarat,0.0,2.3,0.0,0.0,0.0,2.9,1.0,2.5,0.0,0.0,0.0,0.0,4.0,1.0,0.4,5.9,0.0,0.0,0.3,0.0,4.3,4.8,5.6,5.5,0.0,5.7,3.9,0.0,0.0,4.1,5.3,1.7,5.2,2.01,5.9
INSAT3D_VIS_India/3DIMG_07NOV2019_1530_L1C_SGP_vis.tif,3DIMG_07NOV2019_1530_L1C_SGP_vis.tif,2019-11-07 15:30:00,INSAT3D_VIS_India,Gujarat,5.2,5.1,0.0,4.7,0.0,0.0,2.0,1.3,3.6,3.9,0.0,4.4,0.0,0.0,0.0,0.7,0.0,0.0,1.3,2.1,0.7,3.9,0.0,1.8,0.0,4.9,0.0,1.5,1.3,4.4,5.0,2.3,0.4,1.83,5.2
INSAT3D_VIS_India/3DIMG_07NOV2019_1600_L1C_SGP_vis.tif,3DIMG_07NOV2019_1600_L1C_SGP_vis.tif,2019-11-07 16:00:00,INSAT3D_VIS_India,Gujarat,0.6,0.0,5.2,2.1,0.0,3.2,1.8,5.6,0.0,0.3,0.0,0.0,1.6,3.2,0.9,4.6,3.8,3.0,0.0,3.9,5.2,4.8,0.1,0.0,1.0,5.8,4.5,2.9,1.5,0.0,2.1,0.0,0.0,2.05,5.8
INSAT3D_VIS_India/3DIMG_07NOV2019_1630_L1C_SGP_vis.tif,3DIMG_07NOV2019_1630_L1C_SGP_vis.tif,2019-11-07 16:30:00,INSAT3D_VIS_India,Gujarat,2.5,0.0,0.0,0.0,3.5,2.4,4.4,1.1,4.6,2.8,0.0,2.6,0.0,0.0,2.1,1.3,0.0,3.7,2.9,4.5,2.5,5.8,0.0,1.6,0.0,0.0,2.0,0.0,5.5,2.0,2.8,0.7,1.1,1.89,5.8
INSAT3D_VIS_India/3DIMG_07NOV2019_2000_L1C_SGP_vis.tif,3DIMG_07NOV2019_2000_L1C_SGP_vis.tif,2019-11-07 20:00:00,INSAT3D_VIS_India,Gujarat,0.0,0.0,4.3,0.0,2.2,2.4,1.0,0.9,4.9,1.6,0.0,5.8,4.7,5.1,0.1,0.0,2.8,0.1,2.9,0.0,0.0,3.2,1.9,3.7,3.2,5.8,4.4,0.0,0.0,5.0,4.8,1.6,0.0,2.19,5.8
INSAT3D_VIS_India/3DIMG_07NOV2019_2030_L1C_SGP_vis.tif,3DIMG_07NOV2019_2030_L1C_SGP_vis.tif,2019-11-07 20:30:00,INSAT3D_VIS_India,Gujarat,1.9,0.0,0.0,3.0,1.1,0.0,2.6,0.0,2.7,5.5,0.0,0.0,0.0,1.5,2.3,0.0,5.6,4.8,0.0,5.6,0.3,0.0,0.0,2.4,5.9,4.6,0.9,1.9,1.5,5.1,1.2,0.0,0.6,1.85,5.9
INSAT3D_VIS_India/3DIMG_07NOV2019_2100_L1C_SGP_vis.tif,3DIMG_07NOV2019_2100_L1C_SGP_vis.tif,2019-11-07 21:00:00,INSAT3D_VIS_India,Gujarat,0.0,0.4,5.2,2.1,0.0,5.9,0.0,0.5,0.0,2.0,1.8,0.0,1.0,2.9,0.0,0.0,0.0,5.1,3.9,0.0,3.8,2.9,2.9,4.0,2.8,5.1,1.5,1.4,4.7,2.4,3.9,4.4,1.8,2.19,5.9
INSAT3D_VIS_India/3DIMG_07NOV2019_2130_L1C_SGP_vis.tif,3DIMG_07NOV2019_2130_L1C_SGP_vis.tif,2019-11-07 21:30:00,INSAT3D_VIS_India,Gujarat,0.0,4.9,0.0,0.0,5.4,0.0,2.8,4.3,0.0,0.3,0.0,1.2,4.4,1.1,0.0,2.2,0.0,1.1,0.0,2.3,0.0,3.9,1.9,1.8,0.0,4.9,0.0,4.8,0.0,4.3,0.0,0.0,2.3,1.63,5.4
INSAT3D_VIS_India/3DIMG_07NOV2019_2200_L1C_SGP_vis.tif,3DIMG_07NOV2019_2200_L1C_SGP_vis.tif,2019-11-07 22:00:00,INSAT3D_VIS_India,Gujarat,0.0,4.4,0.0,3.9,5.4,2.9,0.0,4.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,2.1,0.0,1.8,2.2,5.3,2.8,0.0,0.0,0.0,3.8,0.0,0.8,0.0,5.2,0.0,1.39,5.4
INSAT3D_VIS_India/3DIMG_07NOV2019_2230_L1C_SGP_vis.tif,3DIMG_07NOV2019_2230_L1C_SGP_vis.tif,2019-11-07 22:30:00,INSAT3D_VIS_India,Gujarat,0.1,4.7,0.0,3.4,0.0,3.8,0.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,5.7,3.4,3.6,0.5,5.7,0.0,3.1,4.7,1.1,3.4,0.0,5.2,5.6,3.8,0.0,3.2,0.0,0.0,0.9,1.96,5.7
INSAT3D_VIS_India/3DIMG_07NOV2019_2300_L1C_SGP_vis.tif,3DIMG_07NOV2019_2300_L1C_SGP_vis.tif,2019-11-07 23:00:00,INSAT3D_VIS_India,Gujarat,1.4,0.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.3,4.3,3.3,3.2,0.0,5.5,3.0,0.0,3.5,0.0,3.6,4.3,1.7,1.6,0.8,5.8,4.7,0.9,2.7,1.81,5.8
INSAT3D_VIS_India/3DIMG_07NOV2019_2330_L1C_SGP_vis.tif,3DIMG_07NOV2019_2330_L1C_SGP_vis.tif,2019-11-07 23:30:00,INSAT3D_VIS_India,Gujarat,0.0,1.1,4.6,5.9,1.2,2.7,0.0,0.0,2.9,4.5,0.7,5.4,0.0,0.0,0.7,0.0,0.9,3.3,5.7,0.0,1.6,0.0,1.9,0.0,0.0,0.0,4.7,1.9,2.3,0.0,0.4,0.0,0.0,1.59,5.9
