image,image_path,state,location,latitude,longitude,rainfall_mm
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,37.15
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,27.09
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,20.19
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,37.92
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,0.0
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,26.74
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,38.69
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,11.34
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,6.36
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,25.44
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,33.66
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,34.19
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,20.99
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,36.85
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.89
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,15.22
3DIMG_07NOV2019_0830_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0830_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,5.16
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,29.16
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,9.02
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,21.19
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,14.25
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,25.92
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,2.76
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,0.06
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,13.67
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,6.15
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,7.98
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,15.26
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,35.73
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,24.41
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,24.42
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,37.15
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,25.65
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,22.84
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,37.1
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,24.27
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,26.46
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,38.31
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,20.58
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,12.22
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,28.39
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,33.16
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,32.21
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,19.96
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,36.07
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.0
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,9.92
3DIMG_07NOV2019_0859_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0859_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,2.39
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,29.16
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,9.02
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,21.19
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,14.25
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,25.92
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,2.76
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,0.06
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,13.67
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,6.15
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,7.98
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,15.26
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,35.73
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,24.41
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,24.42
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,37.15
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,25.65
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,22.84
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,37.1
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,24.27
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,26.46
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,38.31
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,20.58
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,12.22
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,28.39
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,33.16
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,32.21
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,19.96
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,36.07
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.0
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,9.92
3DIMG_07NOV2019_0900_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0900_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,2.39
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,29.34
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,15.82
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,27.47
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,16.07
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,34.6
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,6.01
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,11.36
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,10.14
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,16.23
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,14.97
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,16.19
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,36.29
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,29.66
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,26.07
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,37.22
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,24.65
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,21.07
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,38.98
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,17.88
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,23.76
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,37.54
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,3.24
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,7.62
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,33.54
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,33.06
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,31.69
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,20.78
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,36.19
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.0
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,14.35
3DIMG_07NOV2019_0929_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0929_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,2.39
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,28.89
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,15.98
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,26.69
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,16.35
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,34.55
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,4.26
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,11.48
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,10.54
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,18.93
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,14.95
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,19.51
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,35.54
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,30.19
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,26.19
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,37.17
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,23.97
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,23.15
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,36.75
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,19.45
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,25.24
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,35.06
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,2.01
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,5.41
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,32.87
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,33.55
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,31.29
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,20.93
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_0930_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_0930_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,36.4
