image_path,image_name,sensor,timestamp,state,district,latitude,longitude,pixel_value,rainfall_mm,rainfall_category
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Junagadh,21.5222,70.4579,642.44,20.07,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Kheda,22.6916,72.8634,758.44,2.25,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Kutch (Bhuj),23.242,69.6669,500.44,37.58,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Mahisagar,23.1311,73.6009,745.89,1.58,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Mehsana,23.588,72.3693,715.22,3.96,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Morbi,22.8173,70.8368,515.67,36.88,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Narmada,21.8719,73.5028,687.0,10.29,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Navsari,20.9467,72.952,711.22,7.42,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Panchmahal,22.778,73.6143,746.0,1.86,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Patan,23.8493,72.1266,549.67,30.16,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Porbandar,21.6417,69.6293,526.44,35.25,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Rajkot,22.3039,70.8022,525.56,32.84,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Sabarkantha,23.5977,72.9688,708.44,7.63,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Surat,21.1702,72.8311,691.11,10.55,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Surendranagar,22.7274,71.637,575.44,29.95,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Tapi,21.1147,73.3986,673.22,10.34,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Vadodara,22.3072,73.1812,686.67,9.63,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0500_L1C_SGP.tif,3DIMG_07NOV2019_0500_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:00:00,Gujarat,Valsad,20.5992,72.9342,692.56,12.51,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Ahmedabad,23.0225,72.5714,635.33,20.06,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Amreli,21.6032,71.2221,618.67,21.93,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Anand,22.5645,72.9289,717.67,7.41,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Aravalli,23.4619,73.3039,677.78,10.27,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Banaskantha,24.1724,72.4346,521.44,36.33,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Bharuch,21.7051,72.9959,667.67,16.61,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Bhavnagar,21.7645,72.1519,768.56,0.06,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Botad,22.1704,71.6662,798.33,0.3,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Chhota Udepur,22.3108,74.0125,692.78,9.78,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Dahod,22.8347,74.2552,704.67,10.88,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Dang,20.7554,73.6873,644.89,16.14,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Devbhumi Dwarka,22.2078,69.6582,505.44,35.49,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Gandhinagar,23.2156,72.6369,710.33,8.18,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Gir Somnath,20.9042,70.3644,576.44,27.91,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Jamnagar,22.4707,70.0577,513.11,36.02,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Junagadh,21.5222,70.4579,643.22,19.95,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Kheda,22.6916,72.8634,743.22,4.54,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Kutch (Bhuj),23.242,69.6669,488.22,39.42,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Mahisagar,23.1311,73.6009,704.67,7.77,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Mehsana,23.588,72.3693,562.33,26.89,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Morbi,22.8173,70.8368,504.78,38.51,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Narmada,21.8719,73.5028,686.44,10.38,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Navsari,20.9467,72.952,641.67,17.86,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Panchmahal,22.778,73.6143,698.0,9.06,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Patan,23.8493,72.1266,513.0,35.66,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Porbandar,21.6417,69.6293,502.56,38.83,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Rajkot,22.3039,70.8022,503.78,36.11,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Sabarkantha,23.5977,72.9688,726.33,4.94,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Surat,21.1702,72.8311,659.22,15.33,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Surendranagar,22.7274,71.637,550.89,33.64,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Tapi,21.1147,73.3986,730.67,1.72,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Vadodara,22.3072,73.1812,675.89,11.25,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0530_L1C_SGP.tif,3DIMG_07NOV2019_0530_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 05:30:00,Gujarat,Valsad,20.5992,72.9342,769.11,2.39,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Ahmedabad,23.0225,72.5714,738.44,4.59,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Amreli,21.6032,71.2221,660.67,15.63,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Anand,22.5645,72.9289,677.44,13.44,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Aravalli,23.4619,73.3039,689.67,8.48,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Banaskantha,24.1724,72.4346,512.67,37.65,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Bharuch,21.7051,72.9959,710.33,10.21,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Bhavnagar,21.7645,72.1519,874.22,0.06,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Botad,22.1704,71.6662,679.33,12.4,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Chhota Udepur,22.3108,74.0125,695.78,9.33,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Dahod,22.8347,74.2552,689.22,13.2,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Dang,20.7554,73.6873,677.56,11.24,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Devbhumi Dwarka,22.2078,69.6582,491.78,37.54,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Gandhinagar,23.2156,72.6369,713.0,7.78,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Gir Somnath,20.9042,70.3644,608.44,23.11,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Jamnagar,22.4707,70.0577,506.33,37.04,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Junagadh,21.5222,70.4579,618.44,23.67,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Kheda,22.6916,72.8634,757.78,2.35,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Kutch (Bhuj),23.242,69.6669,478.67,40.85,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Mahisagar,23.1311,73.6009,686.0,10.57,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Mehsana,23.588,72.3693,559.44,27.33,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Morbi,22.8173,70.8368,502.67,38.83,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Narmada,21.8719,73.5028,676.33,11.89,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Navsari,20.9467,72.952,759.11,0.24,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Panchmahal,22.778,73.6143,677.78,12.09,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Patan,23.8493,72.1266,505.33,36.81,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Porbandar,21.6417,69.6293,511.67,37.46,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Rajkot,22.3039,70.8022,546.67,29.68,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Sabarkantha,23.5977,72.9688,708.67,7.59,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Surat,21.1702,72.8311,762.67,0.21,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Surendranagar,22.7274,71.637,592.44,27.4,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Tapi,21.1147,73.3986,639.89,15.34,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Vadodara,22.3072,73.1812,671.33,11.93,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0600_L1C_SGP.tif,3DIMG_07NOV2019_0600_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:00:00,Gujarat,Valsad,20.5992,72.9342,791.22,2.39,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Ahmedabad,23.0225,72.5714,695.78,10.99,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Amreli,21.6032,71.2221,651.11,17.07,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Anand,22.5645,72.9289,684.11,12.44,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Aravalli,23.4619,73.3039,682.67,9.53,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Banaskantha,24.1724,72.4346,514.67,37.35,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Bharuch,21.7051,72.9959,635.22,21.48,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Bhavnagar,21.7645,72.1519,877.11,0.06,Light Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Botad,22.1704,71.6662,577.33,27.7,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Chhota Udepur,22.3108,74.0125,676.22,12.27,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Dahod,22.8347,74.2552,700.33,11.53,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Dang,20.7554,73.6873,755.78,0.0,No Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Devbhumi Dwarka,22.2078,69.6582,496.11,36.89,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Gandhinagar,23.2156,72.6369,679.67,12.78,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Gir Somnath,20.9042,70.3644,628.11,20.16,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Jamnagar,22.4707,70.0577,509.67,36.54,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Junagadh,21.5222,70.4579,589.44,28.02,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Kheda,22.6916,72.8634,710.56,9.44,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Kutch (Bhuj),23.242,69.6669,480.56,40.57,Heavy Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Mahisagar,23.1311,73.6009,681.0,11.32,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Mehsana,23.588,72.3693,578.89,24.41,Moderate Rain
INSAT3D_TIR1_India/3DIMG_07NOV2019_0630_L1C_SGP.tif,3DIMG_07NOV2019_0630_L1C_SGP.tif,INSAT3D_TIR1_India,2019-11-07 06:30:00,Gujarat,Morbi,22.8173,70.8368,503.0,38.78,Heavy Rain
